Timestamp,Relative_Time,Left_Knee_Angle,Right_Knee_Angle,Trunk_Sway,Vibration_RMS,Acoustic_Signal
1788846356.3282158,2.16,61.24549571701333,123.78379743208062,0.6263029838196019,0.139,2.311
1788846356.36561,2.2,88.56384501545413,153.69905614049603,0.3627056614238195,0.139,2.31
1788846356.395919,2.23,115.9585178152181,5.745186859324538,0.097429153725709,0.139,2.31
1788846356.4248676,2.25,105.88663446262063,169.1004003492481,0.1954533993187666,0.139,2.313
1788846356.4661305,2.3,179.52066174003048,168.29983221098766,0.1299921501318922,0.179,2.232
1788846356.501273,2.33,167.01703173602635,173.47007865566303,0.0735967187110106,0.19,1.698
1788846356.5287385,2.36,175.2593944085566,171.76017076576017,0.5000214308519454,0.193,1.956
1788846356.5637422,2.39,174.43956393000147,167.2454983986437,1.0108647314588104,0.192,2.132
1788846356.5982656,2.43,179.69552527585972,167.3623639891859,1.4898278818347912,0.192,2.205
1788846356.628248,2.46,179.61136626407531,174.82882478936273,1.5710353750919812,0.192,2.289
1788846356.659258,2.49,177.97959390919326,176.0537974395874,1.934163719389936,0.192,2.35
1788846356.6945784,2.52,177.69139716458753,174.74940128059882,1.9079482785564832,0.192,2.35
1788846356.7226074,2.55,176.17184383945823,174.84425474043536,2.001746917052172,0.192,2.35
1788846356.7837312,2.61,175.97103347668113,176.47718918524427,2.070836176696881,0.2,2.904
1788846356.8127978,2.64,169.46040780656045,177.54980097932545,2.2721052983170726,0.205,2.751
1788846356.842881,2.67,167.0896538053675,177.45306097600366,2.1909129711838573,0.211,1.843
1788846356.8860457,2.72,169.98636069219705,177.8423205114221,1.9469936631793487,0.216,1.864
1788846356.91505,2.74,170.21308085826618,176.57043156377674,1.89532454125994,0.216,2.174
1788846356.9431376,2.77,170.84928467912763,177.78959052143026,1.7844890293273303,0.217,2.162
1788846356.9721956,2.8,172.6398290531371,178.33876892894875,1.7234386140133535,0.217,2.294
1788846357.029128,2.86,173.41022296376838,178.87053180584005,1.7248829136662618,0.214,2.35
1788846357.061878,2.89,175.3162859219351,179.92525051592276,1.9846153127215769,0.214,2.35
1788846357.0919187,2.92,175.7359360248077,179.3643655942607,2.298971043007312,0.214,2.35
1788846357.1230614,2.95,178.83727392084924,177.59086577620715,2.6701128590800867,0.22,2.85
1788846357.153065,2.98,178.95802923918308,178.1274811462997,2.388749798319141,0.239,3.257
1788846357.1836164,3.01,178.51983565604866,178.38627860662976,2.454426399881896,0.24,2.58
1788846357.231905,3.06,179.7601821841664,178.88263225075517,2.5034820442668155,0.243,1.97
1788846357.2598684,3.09,179.11623103886313,179.27876104347547,2.703098583440893,0.253,1.643
1788846357.291136,3.12,179.3675630666118,179.3722975449245,2.547356630993852,0.254,2.083
1788846357.3210447,3.15,178.55795370037265,179.35260476271702,2.278619474811866,0.254,2.161
1788846357.3540387,3.18,178.64697159505516,178.70134375939162,2.43877248669935,0.254,2.27
1788846357.385568,3.22,179.1416222102743,178.84949567387503,2.379540499066256,0.254,2.35
1788846357.416083,3.25,179.7594908737576,179.83096049287707,2.40161132687601,0.254,2.35
1788846357.4506996,3.28,179.30169915615548,179.4353460771782,2.325747036443377,0.254,2.35
1788846357.4828107,3.31,179.10400913557143,178.81583691820848,2.5586045286544628,0.254,2.35
1788846357.5159128,3.35,179.02831094193357,179.23232788381,2.833961631448969,0.254,2.35
1788846357.546912,3.38,178.93559555137148,179.44959918278076,2.927642129099654,0.254,2.35
1788846357.5790813,3.41,178.6589956364994,177.66537362528504,2.902832319597931,0.254,2.35
1788846357.6090932,3.44,178.43076133385142,177.98440627847697,2.8089022235227943,0.279,3.471
1788846357.6400938,3.47,177.67664276604563,178.9651044830441,2.5869080269988256,0.281,2.013
1788846357.6711404,3.5,178.7217865098509,178.14208990631792,3.483339304199398,0.289,1.652
1788846357.7243922,3.55,177.0124362824939,174.8383904858678,3.784312456681288,0.291,2.239
1788846357.7553978,3.59,176.3221337314182,175.60575303844934,3.7976534527231856,0.291,2.241
1788846357.785095,3.61,177.31106511302187,175.97280311001867,3.629781430134517,0.291,2.311
1788846357.8161,3.65,178.34881520007252,176.53643160666536,3.921074367648354,0.291,2.35
1788846357.8460965,3.68,177.7949188249297,176.73087829264284,3.995628690503042,0.291,2.35
1788846357.879758,3.71,176.39973915106515,176.19924135877378,4.03231217227698,0.291,2.35
1788846357.92074,3.75,176.01944044080784,175.88851830182767,3.855585646256687,0.291,2.35
1788846358.011735,3.84,175.54577685633964,170.6803563133577,0.0191415772783572,0.291,2.35
1788846358.045158,3.87,177.2072973379048,171.7169629384322,0.8177961084686634,0.291,2.164
1788846358.1295393,3.96,172.97369159587075,168.6113699023724,0.2619436176523327,0.291,2.35
1788846358.1628757,3.99,174.77299287502782,170.11243245853987,0.652879671176396,0.291,2.35
1788846358.1974792,4.03,175.30251587547917,171.16321239136565,0.7836869328556539,0.302,1.906
1788846358.2294593,4.06,174.69028316378143,173.7708970041789,0.8736677049829904,0.302,1.906
1788846358.265477,4.1,175.2321998591346,173.49981651308184,1.234065867958299,0.303,2.245
1788846358.304687,4.13,175.62902391234957,173.5785524720033,1.674464326411386,0.304,2.19
1788846358.3367813,4.17,177.35919524114652,173.8579635473784,1.8360352621706213,0.304,2.276
1788846358.3678071,4.2,176.89924003239503,173.50014105528058,1.1186089919721978,0.304,2.512
1788846358.3983674,4.23,176.22509221342628,173.19926791045955,1.1930524616013491,0.304,2.35
1788846358.4301636,4.26,174.58369219968225,173.14835873639487,1.190867262779476,0.304,2.299
1788846358.4612272,4.29,175.58795444024133,176.16579238724728,0.9363074230984236,0.304,2.217
1788846358.494326,4.32,176.3818103082127,173.3172784983126,0.435041995520647,0.304,2.304
1788846358.526325,4.36,174.71385457044295,175.11764996997883,0.4710343612224342,0.304,2.311
1788846358.5594194,4.39,171.3746030279238,169.367420254292,0.8516529070387591,0.305,2.162
1788846358.5959437,4.43,174.87510419667873,171.5570592677703,0.8601991245673022,0.305,2.228
1788846358.62906,4.46,174.74136611067385,173.0546006469906,0.9779643586315444,0.305,2.308
1788846358.663086,4.49,174.62165195738316,173.4979183680658,1.0947346601191612,0.313,3.006
1788846358.6951184,4.52,174.10822504255557,174.41308496660605,1.078274351585609,0.313,3.006
1788846358.728115,4.56,176.41250890823625,173.1669471058987,1.2932832555129834,0.318,1.743
1788846358.7601185,4.59,175.4385489693659,173.38022747593038,1.1921087085498074,0.32,1.983
1788846358.836882,4.67,173.3017714030283,173.99456362885488,3.994973147150931,0.32,2.201
1788846358.8698945,4.7,173.3071504780445,174.31749424962732,0.8215644690016156,0.32,2.311
1788846358.9468615,4.78,166.65570134897982,167.06556984924777,6.176854243072036,0.32,2.35
1788846358.978649,4.81,170.62761410380162,172.03101893880637,1.1436320712160166,0.32,2.35
1788846359.0115638,4.84,172.64535401781364,174.5824219549292,0.1567089016633442,0.32,2.35
1788846359.0416677,4.87,174.7794889657869,175.1432543748032,0.2530612097554016,0.32,2.35
1788846359.1171415,4.95,166.43645975234162,169.8113050029158,3.4186795016670226,0.3,2.35
1788846359.1481276,4.98,169.28004738199527,174.8382264124858,2.1774307843181746,0.299,2.35
1788846359.2219117,5.05,168.48657207701626,167.17845792122745,5.725621766242845,0.293,2.35
1788846359.2528925,5.08,169.90470608646376,174.39090363104705,4.220653538275276,0.293,2.35
1788846359.2824116,5.11,171.18491199912182,177.05802162419803,3.7359965416902,0.293,2.35
1788846359.3171391,5.15,171.32206636719886,176.2927706266906,2.025344552592658,0.293,2.35
1788846359.349164,5.18,173.01740058844072,175.83554292066708,1.0436749222254629,0.293,2.35
1788846359.3807895,5.21,173.60592067421044,175.59976480706658,0.5739296428829762,0.293,2.35
1788846359.4117875,5.24,174.6108452654307,174.22305793265707,0.3993463708017939,0.293,2.35
1788846359.4447887,5.27,173.28676596769117,171.48742307304016,0.8912205561983447,0.293,2.35
1788846359.475792,5.31,172.9232865205286,170.76258762834382,0.7124852096803532,0.293,2.35
1788846359.5574312,5.39,172.16313889705816,172.16134093617,10.737676368433352,0.27,2.35
1788846359.5907829,5.42,175.4194014407209,176.49468258572224,7.410747933451065,0.27,2.35
1788846359.6257856,5.46,173.42719238717834,173.78926634703274,6.788103813032037,0.26,2.35
1788846359.659789,5.49,171.6827225703793,175.36631010118097,5.049531278129928,0.259,2.35
1788846359.6934788,5.52,170.22492205805574,172.27737983964974,4.504363524587988,0.259,2.35
1788846359.7484417,5.58,172.8945388345292,174.37863310204386,2.5502209848617428,0.259,2.35
1788846359.7939465,5.62,173.4627753482935,176.21861428146198,2.209362984106112,0.259,2.35
1788846359.825255,5.66,173.29124516494488,175.05214854180915,2.7612418800676406,0.259,2.35
1788846359.8542705,5.68,171.10202981745948,172.10791363588166,2.613031685789007,0.259,2.35
1788846359.8935745,5.72,169.19883625400772,170.98250350309266,3.037901393992112,0.252,2.35
1788846359.9226663,5.75,168.79822674680344,171.64197775702863,3.109144348607802,0.249,2.35
1788846359.956593,5.79,169.30974166331802,170.88016706098952,3.414382684524232,0.244,2.35
1788846359.9879808,5.82,166.74716768137685,171.1599014536659,5.6750390828186905,0.24,2.35
1788846360.072635,5.9,162.21870478642566,165.66435875442247,12.347844433445548,0.239,2.35
1788846360.1087115,5.94,163.84270700444685,162.71951230669325,12.114698644638924,0.239,2.35
1788846360.1395178,5.97,164.73643484926023,169.65014012206956,17.58288725677738,0.239,2.35
1788846360.1705625,6.0,153.557717229279,162.14970738359955,20.702676748362112,0.239,2.35
1788846360.2020824,6.03,150.92663622729611,162.27376853853266,22.095965599586243,0.239,2.35
1788846360.235086,6.06,149.1039811792131,155.61277591508068,22.7074448700256,0.233,2.35
1788846360.268617,6.1,144.85285083768943,152.78158656338348,25.27950122727893,0.213,2.35
1788846360.3012755,6.13,135.45082627035495,132.26227187745755,26.495705940394384,0.212,2.35
1788846360.3382783,6.17,132.73644854442503,125.7043674505039,28.943927431285715,0.198,2.35
1788846360.376298,6.21,131.30933016649234,132.72006073524642,33.262468301218455,0.196,2.35
1788846360.410109,6.24,124.0839007660728,135.14053297912795,33.740525014826964,0.196,2.35
1788846360.4412138,6.27,112.95262930981744,126.89101355083751,35.59061040898076,0.195,2.35
1788846360.4742064,6.3,102.57245648029404,120.02391623897783,38.579989935680615,0.195,2.35
1788846360.5051355,6.33,87.65625884444677,101.5812259945523,39.34137435380167,0.195,2.35
1788846360.5371482,6.37,84.3553837512783,78.6575469762109,38.34250330823409,0.195,2.35
1788846360.569255,6.4,80.40668953431621,79.35952867131738,38.115566624132,0.195,2.35
1788846360.60579,6.44,80.55044537232645,86.02622957515626,38.64231133036185,0.195,2.35
1788846360.6387916,6.47,74.6898910089354,74.9143812995551,39.458327368970686,0.195,2.35
1788846360.6708038,6.5,75.52147489449382,76.42231244060778,38.99239754396714,0.158,2.35
1788846360.7049174,6.53,70.91401349900156,74.18856759969177,38.80614848232759,0.155,2.35
1788846360.7378592,6.57,46.5843980354969,35.6065685830299,36.3935519761786,0.14,2.35
1788846360.7688868,6.6,22.973899082244277,12.570848246107245,35.714386440370426,0.137,2.35
1788846360.799505,6.63,36.38461179109801,26.85135567217411,35.32240923743672,0.136,2.35
1788846360.8305078,6.66,36.31470402105446,26.978390570992435,35.52691225946522,0.136,2.35
1788846360.8689072,6.7,60.64242217203349,54.9651472254016,35.37852488575446,0.136,2.35
1788846360.9011338,6.73,59.76219021033543,58.467303051875255,35.14041530739774,0.136,2.35
1788846360.930102,6.76,65.52298912375367,58.35341098695451,34.90230326668733,0.136,2.35
1788846360.9611049,6.79,69.46572294474547,66.4895748148606,32.61750340377335,0.136,2.35
1788846360.9926877,6.82,73.13474592395532,78.87433693123997,33.39907786195836,0.136,2.35
1788846361.0230768,6.85,79.9216237684532,80.54145305940884,33.229763304936206,0.136,2.35
1788846361.0562024,6.89,89.17581251156015,106.13626462146988,34.08382134057043,0.136,2.35
1788846361.09034,6.92,89.82977745898627,105.48655051123131,34.86048985994909,0.136,2.35
1788846361.1238725,6.95,114.80040797389049,129.60566484700905,37.584651759825306,0.135,2.35
1788846361.1568737,6.99,114.23923034861149,126.5215571786624,34.320968851126736,0.135,2.35
1788846361.191428,7.02,117.56009306884754,133.71311563363855,32.79992586461399,0.135,2.35
1788846361.2234447,7.05,126.44198129551188,139.91814058769498,29.773193758743723,0.135,2.35
1788846361.2544274,7.08,126.22345004109526,138.64625851812755,27.4361794116852,0.135,2.35
1788846361.287031,7.12,135.82730615480378,149.87471767100175,24.95665033333033,0.108,2.35
1788846361.3260603,7.16,147.6250646513884,156.54853727224085,20.087512667555043,0.105,2.35
1788846361.3570302,7.19,150.94656023002983,157.714496298944,19.034170672718687,0.104,2.35
1788846361.387669,7.22,151.4650829269767,162.4530955520007,18.65664622156596,0.103,2.312
1788846361.4206927,7.25,150.75750823763946,160.3176268588557,18.31245131270008,0.103,2.35
1788846361.4522111,7.28,155.89391547148222,160.3875051646805,16.63860003934436,0.102,2.35
1788846361.4837584,7.31,164.34995714327638,169.26482953363814,15.59895376186606,0.102,2.35
1788846361.5129504,7.34,171.06117212140222,174.32909699174965,14.399950223144224,0.102,2.35
1788846361.5435357,7.37,172.93438349060713,178.28938899743457,10.34306111120241,0.101,2.35
1788846361.574473,7.4,174.91871409614865,174.956218221209,9.690493455686829,0.101,2.35
1788846361.6060977,7.44,174.06100399022844,175.24690013697716,9.082249572381055,0.101,2.35
1788846361.636179,7.47,173.75173608437598,176.0529858569778,8.604172530459573,0.099,2.35
1788846361.6662717,7.5,172.5718954941023,173.34299096690322,8.171602110602239,0.099,2.35
1788846361.6993003,7.53,172.54778345072043,175.73504587157308,7.23387769834234,0.099,2.35
1788846361.731308,7.56,171.9286510613426,178.07674113633408,5.909224134196151,0.099,2.314
1788846361.7613149,7.59,173.07244888354188,176.177325654769,5.298300017667355,0.099,2.314
1788846361.8328662,7.66,173.3468703360777,177.87181720345245,4.003962470188394,0.041,2.35
1788846361.912671,7.74,174.96973819961408,171.82965912027413,5.029564996301675,0.016,2.35
1788846361.9425876,7.77,175.87408216718916,174.5080771903315,4.494860735639783,0.006,2.35
1788846361.9726555,7.8,175.12859412458442,175.2687211637662,4.615735517131167,0.005,2.35
1788846362.0019228,7.83,174.6421399098629,175.3442378622196,4.883084097030164,0.005,2.35
1788846362.0320544,7.86,174.21236651643596,176.1217002635487,5.166644984207752,0.005,2.35
1788846362.1076715,7.94,176.2642568850158,175.4705961172789,5.56979935465566,0.005,2.35
1788846362.1366737,7.97,174.74912423405638,178.44970083980036,6.695244242570537,0.005,2.35
1788846362.1736803,8.0,172.04657295317892,175.02238888812906,8.711813469830252,0.005,2.35
1788846362.2075894,8.04,170.69815300877977,171.65654131508552,11.238905857712448,0.019,2.538
1788846362.2405252,8.07,169.1563374103883,170.1504628589293,11.739706768391812,0.056,1.82
1788846362.269662,8.1,168.26761108970405,168.24109113246385,13.63425776032639,0.076,1.837
1788846362.302457,8.13,165.47675559606816,164.86191333692943,17.607611671082598,0.079,2.098
1788846362.333505,8.16,158.29391849085792,168.4590142750183,20.524202630431724,0.081,2.188
1788846362.3630097,8.19,151.03947823397294,169.49514765749174,24.1622228252639,0.082,2.213
1788846362.396053,8.23,142.9376629084524,162.6277332904228,25.69431974969673,0.091,2.743
1788846362.430052,8.26,118.5713869550707,123.28789233753956,28.694274178163205,0.095,2.06
1788846362.4620523,8.29,124.51021861309826,135.84565168051793,29.296566767698792,0.097,2.15
1788846362.494594,8.32,115.8329570789862,115.48263265530508,29.740354162350627,0.098,2.237
1788846362.5276227,8.36,101.73742537891472,111.58736452901232,35.09835486964443,0.098,2.213
1788846362.5641754,8.39,103.75503588725502,116.27840176905262,38.06796282814571,0.099,2.223
1788846362.595719,8.43,105.69443230194858,108.67293811487664,41.26737567998332,0.103,2.125
1788846362.6287158,8.46,103.6801438453541,111.89661938263936,42.19717004129266,0.104,2.237
1788846362.6619096,8.49,103.0779571034222,112.721861472851,44.811689573785074,0.104,2.205
1788846362.69344,8.52,101.42239557103213,115.97763207965102,45.574261190281966,0.104,2.27
1788846362.7274752,8.56,95.23150447946828,93.91496398905264,43.57463521882359,0.104,2.3
1788846362.7584653,8.59,82.04334539892923,86.62432682693334,41.84054241950668,0.104,2.35
1788846362.7912898,8.62,80.87573779036302,72.67521799915474,39.985551897189765,0.104,2.35
1788846362.8228166,8.65,76.29027487467984,71.00490169823082,39.190476541240834,0.104,2.35
1788846362.8573422,8.69,72.69380301230568,60.17377571770559,38.636598497328094,0.104,2.35
1788846362.8959794,8.73,67.45660704578036,58.50049113028892,38.53076872784863,0.104,2.35
1788846362.9330206,8.76,63.24052355855284,50.04534418925471,39.35799700694509,0.104,2.35
1788846362.9675713,8.8,55.69975655339234,46.04501163999031,38.68742149353388,0.104,2.35
1788846363.0005956,8.83,48.16634389424531,40.78115977994568,38.75030693162594,0.104,2.35
1788846363.0316062,8.86,34.26057418775449,19.791892686061747,37.901647050548455,0.104,2.35
1788846363.0721698,8.9,5.217962087532437,6.498387683775311,37.73726667925416,0.104,2.35
1788846363.1052868,8.94,47.05787004737517,12.737232827741764,37.47772600860633,0.104,2.35
1788846363.1369774,8.97,50.89986787801256,12.423910888496154,37.8407082952042,0.104,2.35
1788846363.1695297,9.0,62.55489215309509,44.93464124579545,38.34994247037633,0.104,2.35
1788846363.208665,9.04,84.8043808633535,76.31181032118515,37.74457292731299,0.104,2.35
1788846363.240775,9.07,98.66495365083786,111.78891932704737,39.78175087088261,0.104,2.35
1788846363.2716131,9.1,79.5679695731279,94.78885375455364,41.66297773445018,0.104,2.35
1788846363.303825,9.13,110.27904366942936,107.53213102885942,39.35753848504607,0.104,2.35
1788846363.3379376,9.17,100.42331530626063,106.27281886051904,38.35722811392282,0.104,2.35
1788846363.3759422,9.21,108.26706253627556,126.58210424852446,38.53698293340575,0.104,2.35
1788846363.4101093,9.24,129.32605586836033,142.02317506932906,36.231215945795725,0.104,2.35
1788846363.445133,9.27,131.99857365909804,133.03768934794837,34.831529174677335,0.104,2.35
1788846363.4771383,9.31,136.23814485646528,145.7726802209033,32.18653550501302,0.104,2.35
1788846363.509183,9.34,137.8468344192066,150.0070068933314,29.041281521954552,0.104,2.35
1788846363.5416205,9.37,142.09294170676506,150.43055289636038,26.107437383536578,0.104,2.35
1788846363.5734496,9.4,138.85772744436264,148.79968036947474,24.762245844139187,0.104,2.35
1788846363.6042676,9.43,146.6882853672021,155.9496696659841,23.45110653541532,0.104,2.35
1788846363.6352718,9.47,148.99894938195376,156.1295996127968,20.42010603064255,0.104,2.35
1788846363.6692853,9.5,151.3867758273037,169.04600809741524,19.870183391361028,0.104,2.35
1788846363.7009346,9.53,159.51448732890364,165.66149400482195,18.510261565077343,0.104,2.35
1788846363.7309823,9.56,163.29587360294144,167.13920951639577,16.94307962858539,0.104,2.35
1788846363.760981,9.59,168.0328028838509,170.1495552890579,15.084992463592377,0.104,2.35
1788846363.8026292,9.63,172.929778973622,177.18294618588317,12.417828458297596,0.104,2.35
1788846363.8326297,9.66,176.5029644871229,178.62571098464156,8.376848980149596,0.104,2.35
1788846363.8629453,9.69,176.04198820224678,177.54254913639454,6.825916770104428,0.104,2.35
1788846363.909264,9.74,174.8000381861778,174.43802191709662,6.390491016757102,0.104,2.35
1788846363.9413073,9.77,177.49282921663712,176.79468601362913,5.475534253100691,0.104,2.35
1788846363.9733052,9.8,175.55133611910605,176.98032787474756,3.9252280041736176,0.104,2.35
1788846364.0084934,9.84,175.45061004208418,176.8053308662545,3.937037416556713,0.104,2.35
1788846364.0405903,9.87,174.6930921345643,178.05078575253583,1.642677624651279,0.104,2.35
1788846364.070665,9.9,175.6758760134285,176.92901846414262,1.799899845130149,0.104,2.35
1788846364.1077795,9.94,176.71367485041458,177.37373706730602,1.3229943073973778,0.104,2.35
1788846364.1388693,9.97,175.47634912050714,175.37181199435042,1.239320766004602,0.104,2.35
1788846364.170467,10.0,174.75199826893714,174.500344062575,1.5322060761496143,0.104,2.35
1788846364.2004476,10.03,174.26941462957336,173.2978145865879,2.0615105214334517,0.104,2.35
1788846364.2309597,10.06,174.29871311467457,172.81721929236983,2.5149262702776154,0.104,2.35
1788846364.2612257,10.09,174.9082373129023,172.6763767391632,2.7193493811051708,0.104,2.35
1788846364.293807,10.12,174.72457091189634,170.1377846518015,4.008993837031802,0.104,2.35
1788846364.3294716,10.16,172.44743968473142,171.0054324830352,4.270460009565468,0.104,2.35
1788846364.3591657,10.19,173.39880211243408,175.22432393122784,3.512943403387711,0.104,2.35
1788846364.3889563,10.22,173.88901287981628,175.76118133494236,3.44563037440669,0.104,2.35
1788846364.4210792,10.25,171.2246984269299,177.8948630773246,4.681052938050937,0.104,2.35
1788846364.473751,10.3,168.5459660323367,169.1622244984584,6.851713673237819,0.104,2.35
1788846364.506363,10.34,169.4419880774137,168.97071990064296,7.003174688861197,0.105,2.35
1788846364.577052,10.41,169.7088345669867,173.1621455215654,6.630398581510022,0.105,2.35
1788846364.6591148,10.49,142.71844418326492,152.64159850080983,20.39570264655696,0.105,2.35
1788846364.6886425,10.52,148.58445226155422,155.8792573447835,20.14816926030173,0.105,2.35
1788846364.7221591,10.55,141.51069288767377,158.56725809850187,21.250676338311184,0.105,2.35
1788846364.755671,10.59,137.8225652787647,163.78017077569564,24.046099329511968,0.105,2.35
1788846364.7900112,10.62,124.75115328947946,116.41780747316322,24.776574623498043,0.105,2.35
1788846364.8229983,10.65,80.96510821393758,61.84110936511221,29.88622104859529,0.105,2.35
1788846364.8539972,10.68,80.64536620187593,89.10244719137103,33.58243450860537,0.105,2.35
1788846364.8869443,10.72,72.40259216708587,81.72392828870136,37.20409177417502,0.105,2.35
1788846364.918613,10.75,71.17458982520795,75.90846521800364,38.21034421186626,0.105,2.35
1788846364.950906,10.78,62.37701772159699,64.07821905545342,38.4235932253742,0.105,2.35
